9,18,476,10023, 기독교와세계,1,1,3,3,null
9,18,476,10023, 기독교와세계,1,2,3,3,null
9,18,477,11256, 공존과협력의유토피아,1,1,3,2,null
9,18,477,11256, 공존과협력의유토피아,1,2,3,2,null
9,18,477,11254, 관계의미학:사랑과윤리,1,1,3,2,null
9,18,477,11254, 관계의미학:사랑과윤리,1,2,3,2,null
9,18,477,11095, 나눔리더십,1,1,3,2,null
9,18,477,11095, 나눔리더십,1,2,3,2,null
9,18,477,11253, 나눔의인간학,1,1,3,2,null
9,18,477,11253, 나눔의인간학,1,2,3,2,null
9,18,477,11252, 청춘의자기이해,1,1,3,2,null
9,18,477,11252, 청춘의자기이해,1,2,3,2,null
9,18,477,11255, 호모엠파티쿠스:소통·공감·신뢰,1,1,3,2,null
9,18,477,11255, 호모엠파티쿠스:소통·공감·신뢰,1,2,3,2,null
9,18,478,10021, 우리말과글쓰기,1,1,3,3,null
9,18,478,10021, 우리말과글쓰기,1,2,3,3,null
9,18,479,11094, 고전읽기와글쓰기,2,1,3,2,10021
9,18,479,11094, 고전읽기와글쓰기,2,2,3,2,10021
9,18,480,10098, 대학영어,1,1,3,3,null
9,18,480,10098, 대학영어,1,2,3,3,null
9,18,480,10099, 고급영어,1,1,3,3,null
9,18,480,10099, 고급영어,1,2,3,3,null
9,18,481,11036, 중국어Ⅰ,1,1,3,2,null
9,18,481,11037, 중국어Ⅱ,1,2,3,2,null
9,18,481,11073, 프랑스어Ⅰ,1,1,3,2,null
9,18,481,11074, 프랑스어Ⅱ,1,2,3,2,null
9,18,481,11033, 독일어Ⅰ,1,1,3,2,null
9,18,481,11034, 독일어Ⅱ,1,2,3,2,null
9,18,481,11091, 일본어Ⅰ,1,1,3,2,null
9,18,481,11092, 일본어Ⅱ,1,2,3,2,null
9,18,481,11066, 스페인어Ⅰ,1,1,3,2,null
9,18,481,11067, 스페인어Ⅱ,1,2,3,2,null
9,18,481,11064, 러시아어Ⅰ,1,1,3,2,null
9,18,481,11065, 러시아어Ⅱ,1,2,3,2,null
9,18,482,11053, 21세기사회와문학의대화,null,1,3,3,null
9,18,482,11053, 21세기사회와문학의대화,null,2,3,3,null
9,18,482,11183, The Story of Human Language,null,1,3,3,null
9,18,482,11183, The Story of Human Language,null,2,3,3,null
9,18,482,11165, Topics in Multiethnic American Literature,null,1,3,3,null
9,18,482,11165, Topics in Multiethnic American Literature,null,2,3,3,null
9,18,482,11112, 다매체시대의비교문학,null,1,3,3,null
9,18,482,11112, 다매체시대의비교문학,null,2,3,3,null
9,18,482,11108, 동아시아문학으로문화읽기,null,1,3,3,null
9,18,482,11108, 동아시아문학으로문화읽기,null,2,3,3,null
9,18,482,11038, 디지털미디어시대의동아시아문자,null,1,3,3,null
9,18,482,11038, 디지털미디어시대의동아시아문자,null,2,3,3,null
9,18,482,10950, 디지털스토리텔링의이해,null,1,3,3,null
9,18,482,10950, 디지털스토리텔링의이해,null,2,3,3,null
9,18,482,10041, 문학과삶,null,1,3,3,null
9,18,482,10041, 문학과삶,null,2,3,3,null
9,18,482,10654, 문학과영화,null,1,3,3,null
9,18,482,10654, 문학과영화,null,2,3,3,null
9,18,482,11148, 문학으로보는사랑의역사,null,1,3,3,null
9,18,482,11148, 문학으로보는사랑의역사,null,2,3,3,null
9,18,482,11184, 문학으로함께배우는매체/이야기,null,1,3,3,null
9,18,482,11184, 문학으로함께배우는매체/이야기,null,2,3,3,null
9,18,482,11146, 문화로읽는현대시의세계,null,1,3,3,null
9,18,482,11146, 문화로읽는현대시의세계,null,1,3,3,null
9,18,482,11147, 사이언스픽션의이해,null,1,3,3,null
9,18,482,11147, 사이언스픽션의이해,null,2,3,3,null
9,18,482,11297, 생태와문학,null,1,3,3,null
9,18,482,11297, 생태와문학,null,2,3,3,null
9,18,482,10768, 신화·상상력·문화,null,1,3,3,null
9,18,482,10768, 신화·상상력·문화,null,2,3,3,null
9,18,482,11109, 여행문학과세계인식,null,1,3,3,null
9,18,482,11109, 여행문학과세계인식,null,2,3,3,null
9,18,482,10882, 인간과언어,null,1,3,3,null
9,18,482,10882, 인간과언어,null,2,3,3,null
9,18,482,11258, 자연과문학,null,1,3,3,null
9,18,482,11258, 자연과문학,null,2,3,3,null
9,18,482,10543, 한국현대시와삶읽기,null,1,3,3,null
9,18,482,10543, 한국현대시와삶읽기,null,2,3,3,null
9,18,482,11134, 현대영어권문학의동향,null,1,3,3,null
9,18,482,11134, 현대영어권문학의동향,null,2,3,3,null
9,18,482,10896, 환상문학의세계,null,1,3,3,null
9,18,482,10896, 환상문학의세계,null,2,3,3,null
9,18,482,11334, Critical and Creative Textual Studies,null,1,3,3,null
9,18,482,11334, Critical and Creative Textual Studies,null,2,3,3,null
9,18,482,11335, Technical Writing and Document Design in English,null,1,3,3,null
9,18,482,11335, Technical Writing and Document Design in English,null,2,3,3,null
9,18,483,11107, 21세기의예술과인간,null,1,3,3,null
9,18,483,11107, 21세기의예술과인간,null,2,3,3,null
9,18,483,11164, Contemporary Photography,null,1,3,3,null
9,18,483,11164, Contemporary Photography,null,2,3,3,null
9,18,483,10018, 국악의이해,null,1,3,3,null
9,18,483,10018, 국악의이해,null,2,3,3,null
9,18,483,10033, 동양미술의이해,null,1,3,3,null
9,18,483,10033, 동양미술의이해,null,2,3,3,null
9,18,483,10778, 디지털매체와예술,null,1,3,3,null
9,18,483,10778, 디지털매체와예술,null,2,3,3,null
9,18,483,10576, 무용의이해,null,1,3,3,null
9,18,483,10576, 무용의이해,null,2,3,3,null
9,18,483,11153, 문화콘텐츠기획의이해,null,1,3,3,null
9,18,483,11153, 문화콘텐츠기획의이해,null,2,3,3,null
9,18,483,11328, 미술로치유하는마음,null,1,3,3,null
9,18,483,11328, 미술로치유하는마음,null,2,3,3,null
9,18,483,11083, 미학과미술,null,1,3,3,null
9,18,483,11083, 미학과미술,null,2,3,3,null
9,18,483,11135, 사물과예술,null,1,3,3,null
9,18,483,11135, 사물과예술,null,2,3,3,null
9,18,483,11329, 색채의이해,null,1,3,3,null
9,18,483,11329, 색채의이해,null,2,3,3,null
9,18,483,10072, 서양미술의이해,null,1,3,3,null
9,18,483,10072, 서양미술의이해,null,2,3,3,null
9,18,483,10073, 서양음악의이해,null,1,3,3,null
9,18,483,10073, 서양음악의이해,null,2,3,3,null
9,18,483,11084, 시각문화로서미술작품읽기,null,1,3,3,null
9,18,483,11084, 시각문화로서미술작품읽기,null,2,3,3,null
9,18,483,10090, 여성과예술,null,1,3,3,null
9,18,483,10090, 여성과예술,null,2,3,3,null
9,18,483,11113, 여성의몸과창조적움직임,null,1,3,3,null
